id_venta,id_cliente,id_producto,id_vendedor,fecha_venta,cantidad,precio_unitario,canal,region,estado_entrega
11995,158,16,20,2024-09-06,4,310.76,APP,Centro,CANCELADO
11996,465,13,4,2023-09-24,2,455.45,TIENDA,Centro,CANCELADO
11997,104,37,39,2023-06-02,4,414.92,TIENDA,Norte,ENTREGADO
11998,34,14,47,2023-04-02,3,282.78,WEB,Sur,CANCELADO
11999,102,13,22,2024-01-12,2,308.09,WEB,Norte,ENTREGADO
12000,639,12,29,2023-06-24,1,221.24,APP,Norte,CANCELADO
12001,726,28,42,2024-08-03,2,210.12,APP,Norte,PENDIENTE
12002,325,22,37,2023-05-01,1,146.43,TIENDA,Norte,ENTREGADO
12003,691,20,13,2023-01-15,1,84.93,TIENDA,Norte,PENDIENTE
12004,592,19,15,2025-01-05,4,54.66,TIENDA,Norte,PENDIENTE
12005,141,11,35,2024-06-22,2,312.11,APP,Centro,ENTREGADO
12006,474,30,25,2024-03-21,1,315.91,TIENDA,Norte,PENDIENTE
12007,31,26,3,2025-03-02,2,146.36,APP,Centro,ENTREGADO
12008,63,15,12,2025-07-31,3,172.58,TIENDA,Sur,ENTREGADO
12009,560,30,14,2024-04-09,4,240.41,WEB,Sur,CANCELADO
12010,87,29,40,2025-04-27,3,145.31,TIENDA,Centro,ENTREGADO
12011,304,32,32,2024-11-20,2,309.0,TIENDA,Norte,PENDIENTE
12012,61,30,50,2024-05-21,5,316.54,WEB,Centro,PENDIENTE
12013,396,16,4,2023-05-02,2,148.29,APP,Sur,ENTREGADO
12014,334,36,29,2023-08-18,1,339.32,TIENDA,Norte,CANCELADO
12015,786,18,31,2024-12-31,4,181.78,APP,Norte,ENTREGADO
12016,411,39,32,2023-07-28,5,166.12,TIENDA,Sur,CANCELADO
12017,284,28,24,2023-07-15,2,322.31,TIENDA,Sur,PENDIENTE
12018,466,19,11,2025-06-01,4,155.89,WEB,Sur,PENDIENTE
12019,80,11,30,2025-04-12,1,144.35,APP,Sur,ENTREGADO
12020,692,17,49,2025-03-11,2,444.65,TIENDA,Norte,ENTREGADO
12021,784,21,19,2023-09-30,3,181.68,WEB,Norte,ENTREGADO
12022,77,37,36,2023-10-22,5,262.24,TIENDA,Centro,CANCELADO
12023,733,34,6,2025-02-03,4,448.59,TIENDA,Centro,ENTREGADO
12024,794,33,2,2024-05-21,2,53.97,WEB,Centro,CANCELADO
12025,540,29,39,2024-01-27,4,416.04,APP,Norte,CANCELADO
12026,361,4,19,2023-05-14,5,41.17,APP,Sur,PENDIENTE
12027,77,32,46,2024-03-17,3,302.12,APP,Norte,ENTREGADO
12028,509,11,48,2025-05-26,2,225.11,WEB,Sur,PENDIENTE
12029,164,26,40,2023-07-31,5,470.89,TIENDA,Norte,PENDIENTE
12030,9,18,18,2024-09-06,1,491.6,TIENDA,Sur,PENDIENTE
12031,175,32,41,2023-08-09,2,436.69,WEB,Sur,CANCELADO
12032,462,27,36,2025-04-23,1,322.37,APP,Sur,ENTREGADO
12033,307,16,46,2023-10-17,3,146.98,APP,Centro,PENDIENTE
12034,588,10,50,2025-01-14,3,433.24,TIENDA,Sur,CANCELADO
12035,245,34,20,2024-11-24,2,42.13,APP,Norte,CANCELADO
12036,122,33,37,2023-07-13,4,108.86,WEB,Norte,PENDIENTE
12037,185,10,1,2024-03-04,4,163.3,WEB,Sur,CANCELADO
12038,32,26,23,2023-07-04,4,352.29,WEB,Centro,CANCELADO
12039,762,25,38,2024-02-23,4,265.67,APP,Centro,CANCELADO
12040,569,2,20,2025-03-22,5,467.91,APP,Norte,ENTREGADO
12041,310,26,4,2023-05-30,2,181.45,APP,Norte,PENDIENTE
12042,372,20,49,2023-01-30,4,353.65,TIENDA,Sur,CANCELADO
12043,656,3,38,2023-10-25,3,38.59,WEB,Norte,CANCELADO
12044,596,32,5,2023-09-26,2,346.88,APP,Centro,CANCELADO
12045,56,1,6,2023-08-30,4,221.23,APP,Sur,PENDIENTE
12046,791,24,26,2024-09-24,1,428.84,TIENDA,Centro,ENTREGADO
12047,273,33,1,2024-04-06,2,315.95,WEB,Centro,CANCELADO
12048,464,38,50,2025-07-18,4,351.66,TIENDA,Sur,CANCELADO
12049,678,35,15,2023-09-12,5,422.65,TIENDA,Centro,CANCELADO
12050,456,17,16,2024-01-14,1,35.97,TIENDA,Norte,PENDIENTE
12051,670,33,23,2024-08-19,1,493.86,WEB,Norte,PENDIENTE
12052,249,11,41,2024-12-01,3,121.79,TIENDA,Sur,PENDIENTE
12053,698,23,22,2024-10-24,4,110.16,TIENDA,Sur,CANCELADO
12054,78,38,5,2024-04-14,4,404.13,TIENDA,Centro,CANCELADO
12055,534,32,43,2023-03-29,2,223.18,WEB,Centro,PENDIENTE
12056,108,19,5,2023-01-11,3,115.74,TIENDA,Norte,PENDIENTE
12057,273,12,6,2024-04-25,1,107.68,WEB,Norte,CANCELADO
12058,764,28,2,2023-05-17,5,91.82,WEB,Centro,CANCELADO
12059,15,2,10,2025-06-11,4,231.39,APP,Norte,CANCELADO
12060,370,10,36,2023-11-28,1,47.92,TIENDA,Sur,ENTREGADO
12061,304,19,46,2024-12-10,4,24.81,TIENDA,Norte,ENTREGADO
12062,672,28,35,2024-02-12,4,409.6,APP,Sur,CANCELADO
12063,205,8,45,2024-12-04,5,288.0,WEB,Norte,PENDIENTE
12064,113,23,23,2023-08-06,5,143.54,TIENDA,Norte,ENTREGADO
12065,680,30,47,2024-12-31,5,60.71,TIENDA,Centro,PENDIENTE
12066,253,28,16,2024-01-28,2,351.34,APP,Norte,PENDIENTE
12067,441,13,37,2024-12-26,5,406.26,APP,Sur,ENTREGADO
12068,186,37,42,2024-03-09,5,247.14,WEB,Norte,ENTREGADO
12069,227,12,35,2025-01-23,5,410.47,TIENDA,Sur,PENDIENTE
12070,528,10,48,2024-09-03,5,451.34,APP,Centro,ENTREGADO
12071,668,17,40,2023-09-20,3,230.28,WEB,Centro,ENTREGADO
12072,354,1,16,2023-03-16,2,467.92,TIENDA,Sur,CANCELADO
12073,623,22,5,2023-04-08,4,94.98,APP,Centro,ENTREGADO
12074,1,15,11,2024-07-24,2,332.55,APP,Sur,ENTREGADO
12075,553,16,29,2023-03-02,2,228.6,WEB,Centro,CANCELADO
12076,560,20,48,2023-02-23,2,65.95,TIENDA,Norte,ENTREGADO
12077,420,10,46,2023-12-07,5,466.71,WEB,Norte,ENTREGADO
12078,620,26,11,2023-08-29,2,398.35,TIENDA,Centro,CANCELADO
12079,161,23,46,2024-04-27,3,282.41,APP,Centro,PENDIENTE
12080,161,17,16,2025-07-19,4,376.86,TIENDA,Norte,ENTREGADO
12081,128,34,25,2023-12-29,2,250.3,TIENDA,Centro,CANCELADO
12082,722,22,50,2024-09-12,4,301.09,WEB,Sur,ENTREGADO
12083,151,4,3,2024-11-17,1,117.23,WEB,Sur,CANCELADO
12084,444,7,3,2025-04-01,1,254.66,TIENDA,Norte,PENDIENTE
12085,767,5,1,2024-09-04,2,118.36,TIENDA,Sur,CANCELADO
12086,471,31,12,2024-12-27,3,481.74,WEB,Sur,ENTREGADO
12087,463,19,7,2025-02-05,1,231.35,TIENDA,Norte,PENDIENTE
12088,730,4,43,2025-04-09,1,223.72,APP,Norte,PENDIENTE
12089,30,22,45,2023-02-16,3,484.73,TIENDA,Sur,CANCELADO
12090,473,3,46,2023-01-06,5,474.7,TIENDA,Norte,ENTREGADO
12091,557,23,32,2023-09-17,2,373.41,TIENDA,Sur,PENDIENTE
12092,80,4,22,2024-05-31,1,376.92,WEB,Norte,CANCELADO
12093,39,24,12,2024-09-26,3,449.41,TIENDA,Centro,ENTREGADO
12094,240,14,6,2024-01-26,1,483.5,APP,Sur,ENTREGADO
12095,557,3,38,2023-11-06,4,443.67,APP,Centro,CANCELADO
12096,590,21,39,2024-02-09,1,31.39,APP,Sur,CANCELADO
12097,337,26,38,2024-11-18,4,344.39,TIENDA,Sur,PENDIENTE
12098,800,1,41,2024-01-15,5,479.1,APP,Centro,PENDIENTE
12099,280,30,21,2023-05-16,3,128.23,WEB,Norte,ENTREGADO
12100,116,4,28,2025-07-02,5,283.13,WEB,Sur,CANCELADO
12101,269,14,32,2024-07-26,4,498.34,TIENDA,Norte,PENDIENTE
12102,335,18,27,2023-02-12,1,287.93,TIENDA,Norte,CANCELADO
12103,312,12,49,2024-08-17,5,176.55,APP,Centro,PENDIENTE
12104,53,38,49,2023-07-03,4,381.68,WEB,Centro,CANCELADO
12105,68,36,15,2023-09-24,5,494.41,TIENDA,Norte,ENTREGADO
12106,694,16,33,2023-06-23,4,57.45,TIENDA,Norte,PENDIENTE
12107,34,1,32,2024-05-30,1,80.01,APP,Norte,ENTREGADO
12108,796,3,46,2024-05-19,5,300.52,APP,Sur,CANCELADO
12109,386,39,34,2023-12-14,3,385.37,APP,Centro,ENTREGADO
12110,249,35,7,2025-06-17,5,386.87,TIENDA,Norte,CANCELADO
12111,111,15,13,2024-04-24,4,270.34,TIENDA,Sur,PENDIENTE
12112,94,38,39,2023-05-16,2,484.27,TIENDA,Norte,CANCELADO
12113,410,16,50,2023-04-02,1,333.11,APP,Norte,PENDIENTE
12114,179,17,6,2023-11-21,5,248.8,WEB,Sur,PENDIENTE
12115,47,34,9,2024-12-28,4,292.16,APP,Centro,PENDIENTE
12116,794,10,42,2024-06-27,3,408.08,WEB,Centro,PENDIENTE
12117,604,11,4,2024-03-19,1,452.92,TIENDA,Sur,PENDIENTE
12118,376,28,30,2023-05-26,1,418.4,TIENDA,Centro,CANCELADO
12119,724,27,28,2023-09-24,3,303.89,TIENDA,Norte,PENDIENTE
12120,587,38,21,2023-04-30,3,53.38,APP,Sur,CANCELADO
12121,202,18,12,2023-11-17,4,370.03,WEB,Sur,PENDIENTE
12122,445,30,13,2023-02-15,5,384.86,WEB,Centro,PENDIENTE
12123,297,13,50,2023-05-11,1,62.51,APP,Centro,ENTREGADO
12124,308,16,13,2024-05-26,2,171.12,APP,Sur,ENTREGADO
12125,723,2,27,2025-06-11,3,60.54,APP,Norte,CANCELADO
12126,493,20,28,2025-05-04,3,215.2,APP,Norte,CANCELADO
12127,338,12,18,2023-10-15,1,279.05,WEB,Centro,ENTREGADO
12128,646,29,37,2025-02-04,3,101.6,TIENDA,Norte,ENTREGADO
12129,66,8,16,2024-01-05,3,308.59,TIENDA,Sur,PENDIENTE
12130,792,38,21,2024-03-16,5,387.98,TIENDA,Sur,PENDIENTE
12131,422,20,10,2023-10-17,4,442.23,APP,Sur,CANCELADO
12132,540,35,14,2025-07-13,4,435.56,TIENDA,Norte,PENDIENTE
12133,629,39,28,2025-06-16,3,337.62,WEB,Sur,PENDIENTE
12134,493,31,29,2023-09-27,2,350.62,WEB,Norte,PENDIENTE
12135,317,16,47,2024-09-19,3,75.16,WEB,Norte,PENDIENTE
12136,626,23,11,2025-04-29,2,125.62,APP,Sur,PENDIENTE
12137,75,34,30,2025-02-18,2,483.07,APP,Centro,PENDIENTE
12138,714,32,40,2023-09-28,2,499.59,APP,Norte,PENDIENTE
12139,59,17,27,2024-06-13,2,30.51,TIENDA,Sur,PENDIENTE
12140,386,24,49,2023-11-17,1,386.14,APP,Norte,CANCELADO
12141,15,35,3,2024-03-22,3,322.95,WEB,Centro,CANCELADO
12142,231,23,1,2025-07-03,1,35.2,APP,Norte,CANCELADO
12143,617,8,32,2023-06-18,2,297.75,WEB,Sur,CANCELADO
12144,677,23,39,2023-11-20,5,303.96,APP,Centro,CANCELADO
12145,199,21,21,2025-01-24,4,181.8,APP,Norte,CANCELADO
12146,354,19,2,2024-05-18,3,462.04,TIENDA,Norte,ENTREGADO
12147,35,31,10,2025-02-21,3,497.45,TIENDA,Norte,PENDIENTE
12148,162,7,31,2023-06-04,1,464.17,APP,Norte,ENTREGADO
12149,757,24,18,2024-07-23,2,22.44,APP,Norte,ENTREGADO
12150,799,8,7,2025-05-23,2,134.99,TIENDA,Norte,CANCELADO
12151,471,13,5,2024-11-04,1,275.57,APP,Norte,CANCELADO
12152,531,3,29,2024-10-13,3,396.42,APP,Norte,CANCELADO
12153,792,34,4,2025-03-28,1,74.75,WEB,Sur,CANCELADO
12154,423,13,46,2024-03-26,4,289.47,TIENDA,Centro,ENTREGADO
12155,348,32,3,2023-02-24,3,128.02,TIENDA,Sur,PENDIENTE
12156,694,35,13,2023-07-13,2,214.86,APP,Sur,PENDIENTE
12157,147,21,3,2023-06-02,5,470.18,WEB,Norte,PENDIENTE
12158,374,1,8,2023-02-25,5,192.31,WEB,Sur,PENDIENTE
12159,688,2,50,2023-08-24,3,316.93,TIENDA,Centro,CANCELADO
12160,675,26,4,2023-07-07,3,110.73,TIENDA,Centro,PENDIENTE
12161,416,3,42,2023-02-06,2,56.8,APP,Centro,PENDIENTE
12162,687,24,35,2024-04-26,5,459.15,APP,Sur,CANCELADO
12163,494,26,12,2023-09-24,1,496.11,APP,Centro,PENDIENTE
12164,559,8,24,2023-06-17,1,32.42,WEB,Centro,CANCELADO
12165,256,37,38,2024-12-23,1,249.96,TIENDA,Sur,PENDIENTE
12166,686,8,19,2024-04-23,1,45.74,APP,Norte,CANCELADO
12167,103,18,36,2024-03-22,5,284.18,WEB,Sur,CANCELADO
12168,121,18,35,2023-04-29,5,391.74,APP,Sur,PENDIENTE
12169,419,12,18,2025-07-05,2,239.37,APP,Sur,ENTREGADO
12170,350,36,40,2024-05-21,3,120.99,TIENDA,Sur,CANCELADO
12171,657,40,34,2023-02-11,5,294.3,TIENDA,Centro,ENTREGADO
12172,42,2,25,2024-03-28,5,132.53,TIENDA,Norte,CANCELADO
12173,367,20,7,2024-01-01,3,427.18,TIENDA,Sur,CANCELADO
12174,29,3,11,2024-12-27,4,394.57,APP,Norte,ENTREGADO
12175,785,40,38,2024-07-28,1,298.61,WEB,Sur,ENTREGADO
12176,14,34,19,2024-05-11,5,221.5,TIENDA,Norte,CANCELADO
12177,485,6,35,2024-04-13,5,426.02,TIENDA,Centro,ENTREGADO
12178,189,40,45,2024-05-19,1,345.28,TIENDA,Sur,ENTREGADO
12179,295,10,20,2023-04-26,5,344.99,WEB,Sur,ENTREGADO
12180,183,24,27,2025-05-16,3,349.89,WEB,Sur,PENDIENTE
12181,548,18,31,2025-01-07,5,77.95,WEB,Norte,PENDIENTE
12182,37,33,25,2025-06-06,2,300.33,TIENDA,Centro,ENTREGADO
12183,14,39,2,2023-06-01,5,190.96,APP,Sur,ENTREGADO
12184,635,7,29,2023-05-07,1,212.15,TIENDA,Sur,CANCELADO
12185,595,29,37,2023-12-24,3,284.36,APP,Norte,PENDIENTE
12186,159,19,31,2023-04-06,5,498.2,WEB,Centro,PENDIENTE
12187,494,38,47,2023-07-28,4,454.52,WEB,Sur,PENDIENTE
12188,329,39,42,2025-06-08,3,497.89,WEB,Norte,CANCELADO
12189,614,25,6,2023-10-18,3,407.48,WEB,Sur,CANCELADO
12190,83,17,46,2023-07-04,4,78.36,APP,Norte,PENDIENTE
12191,556,37,21,2025-05-04,5,91.91,WEB,Norte,CANCELADO
12192,580,3,33,2023-06-22,2,129.78,APP,Sur,ENTREGADO
12193,560,24,9,2025-02-06,1,499.22,WEB,Centro,ENTREGADO
12194,569,18,10,2024-06-04,3,262.47,WEB,Norte,CANCELADO
12195,587,26,22,2025-04-22,2,392.66,WEB,Sur,PENDIENTE
12196,22,21,31,2023-10-07,1,386.04,TIENDA,Norte,ENTREGADO
12197,132,11,11,2024-07-30,1,486.28,APP,Centro,PENDIENTE
12198,465,17,19,2025-07-01,5,64.29,APP,Norte,ENTREGADO
12199,456,38,41,2024-11-10,2,62.79,WEB,Sur,CANCELADO
12200,302,21,12,2024-08-22,3,385.2,WEB,Sur,ENTREGADO
12201,267,4,38,2023-08-06,3,26.95,TIENDA,Norte,PENDIENTE
12202,799,32,16,2024-08-20,5,439.44,WEB,Norte,ENTREGADO
12203,395,18,13,2023-01-05,3,265.2,TIENDA,Sur,PENDIENTE
12204,120,28,38,2024-06-22,1,143.84,WEB,Sur,PENDIENTE
12205,246,36,13,2025-02-24,5,457.33,APP,Sur,ENTREGADO
12206,568,37,15,2024-08-07,1,375.12,TIENDA,Centro,ENTREGADO
12207,38,26,18,2023-07-04,1,159.96,TIENDA,Norte,CANCELADO
12208,245,24,16,2024-03-02,4,375.46,APP,Norte,CANCELADO
12209,21,10,41,2025-07-31,4,165.67,APP,Sur,ENTREGADO
12210,110,38,50,2023-03-20,5,278.55,TIENDA,Sur,ENTREGADO
12211,606,8,42,2023-09-10,1,379.75,APP,Centro,CANCELADO
12212,394,2,44,2025-02-25,5,223.61,TIENDA,Centro,ENTREGADO
12213,410,35,5,2024-05-25,4,410.33,TIENDA,Sur,ENTREGADO
12214,648,21,27,2024-11-24,5,95.99,APP,Centro,PENDIENTE
12215,743,27,2,2023-04-07,2,269.05,WEB,Centro,PENDIENTE
12216,8,23,41,2025-06-27,5,34.38,WEB,Sur,CANCELADO
12217,444,32,50,2023-12-03,2,490.55,APP,Sur,PENDIENTE
12218,328,26,27,2023-01-27,5,104.67,TIENDA,Sur,PENDIENTE
12219,290,7,1,2023-10-19,2,98.46,TIENDA,Centro,ENTREGADO
12220,763,33,14,2024-11-28,2,232.21,TIENDA,Norte,PENDIENTE
12221,511,17,35,2024-11-27,2,51.83,APP,Sur,ENTREGADO
12222,361,8,23,2023-05-05,2,438.6,WEB,Sur,PENDIENTE
12223,599,17,43,2024-02-08,3,112.79,TIENDA,Sur,PENDIENTE
12224,716,18,22,2024-01-18,3,322.93,WEB,Norte,PENDIENTE
12225,219,36,27,2024-08-27,5,398.45,WEB,Centro,CANCELADO
12226,406,39,50,2023-04-19,4,259.53,TIENDA,Centro,CANCELADO
12227,753,23,25,2025-05-07,1,37.37,TIENDA,Centro,ENTREGADO
12228,770,12,34,2023-11-28,3,172.03,APP,Centro,CANCELADO
12229,621,23,49,2023-06-07,2,312.18,WEB,Sur,PENDIENTE
12230,768,33,27,2023-01-30,3,197.76,WEB,Centro,ENTREGADO
12231,794,28,35,2023-03-25,2,330.8,WEB,Norte,CANCELADO
12232,220,23,21,2024-04-16,4,265.96,TIENDA,Centro,PENDIENTE
12233,595,7,39,2025-04-30,3,249.73,APP,Norte,CANCELADO
12234,107,2,3,2024-12-25,1,137.1,TIENDA,Norte,CANCELADO
12235,581,1,25,2024-11-06,1,476.25,WEB,Norte,PENDIENTE
12236,609,4,47,2024-05-06,3,290.22,APP,Centro,PENDIENTE
12237,724,8,4,2024-04-09,3,125.65,TIENDA,Sur,ENTREGADO
12238,286,29,15,2024-10-05,1,196.04,APP,Centro,ENTREGADO
12239,749,18,3,2023-10-03,4,75.59,TIENDA,Centro,ENTREGADO
12240,8,37,11,2024-08-31,5,400.81,WEB,Norte,PENDIENTE
12241,189,31,28,2024-11-04,3,305.22,APP,Norte,ENTREGADO
12242,81,6,3,2023-01-06,3,394.43,TIENDA,Sur,CANCELADO
12243,108,24,18,2023-12-04,1,348.3,WEB,Norte,PENDIENTE
12244,321,15,46,2023-02-14,1,481.97,TIENDA,Norte,ENTREGADO
12245,579,40,9,2024-11-02,1,377.26,WEB,Centro,ENTREGADO
12246,686,12,15,2024-09-29,1,343.7,APP,Norte,PENDIENTE
12247,346,14,40,2024-04-08,3,311.04,TIENDA,Sur,ENTREGADO
12248,328,27,8,2023-11-29,2,55.26,APP,Centro,PENDIENTE
12249,555,37,40,2025-01-19,1,50.65,WEB,Norte,CANCELADO
12250,699,13,14,2025-01-21,4,389.83,TIENDA,Sur,PENDIENTE
12251,302,38,38,2025-07-17,4,366.04,WEB,Norte,PENDIENTE
12252,200,38,13,2025-03-27,3,133.75,TIENDA,Sur,ENTREGADO
12253,419,3,39,2024-08-05,1,493.69,APP,Sur,PENDIENTE
12254,39,16,47,2023-05-13,5,89.91,WEB,Norte,PENDIENTE
12255,732,12,10,2023-08-05,1,235.72,TIENDA,Norte,ENTREGADO
12256,307,14,44,2025-06-02,3,498.55,WEB,Norte,PENDIENTE
12257,4,34,30,2023-02-19,5,456.42,TIENDA,Sur,PENDIENTE
12258,633,31,5,2025-03-31,3,116.73,TIENDA,Sur,CANCELADO
12259,77,39,22,2024-10-21,2,68.88,APP,Sur,PENDIENTE
12260,468,5,35,2023-10-17,4,69.32,TIENDA,Sur,ENTREGADO
12261,179,12,5,2023-11-27,3,146.1,APP,Norte,CANCELADO
12262,645,26,12,2025-03-28,1,258.68,WEB,Norte,CANCELADO
12263,741,17,35,2023-02-26,1,430.75,TIENDA,Norte,CANCELADO
12264,276,11,21,2025-01-31,3,34.87,TIENDA,Norte,PENDIENTE
12265,152,33,26,2023-03-14,4,256.7,WEB,Centro,PENDIENTE
12266,164,40,1,2024-07-14,3,90.34,WEB,Centro,CANCELADO
12267,290,4,49,2024-09-08,3,329.51,APP,Centro,CANCELADO
12268,378,32,10,2024-01-26,1,368.83,WEB,Norte,ENTREGADO
12269,621,31,38,2023-04-05,1,136.1,APP,Norte,ENTREGADO
12270,638,11,24,2024-02-13,1,258.51,WEB,Sur,PENDIENTE
12271,752,17,31,2023-09-19,4,257.12,APP,Norte,CANCELADO
12272,310,27,45,2023-07-02,1,73.03,TIENDA,Centro,ENTREGADO
12273,389,8,47,2023-09-03,5,354.24,WEB,Norte,PENDIENTE
12274,658,21,23,2025-02-28,5,326.17,TIENDA,Centro,PENDIENTE
12275,764,33,21,2025-06-05,3,192.14,APP,Centro,PENDIENTE
12276,183,5,2,2024-02-13,3,57.37,APP,Sur,CANCELADO
12277,306,32,31,2023-04-02,2,223.59,APP,Centro,ENTREGADO
12278,72,25,2,2023-01-22,5,220.02,TIENDA,Norte,PENDIENTE
12279,219,8,30,2025-05-22,4,242.65,WEB,Sur,PENDIENTE
12280,719,27,25,2023-08-02,3,153.36,TIENDA,Sur,ENTREGADO
12281,173,26,49,2023-06-16,3,477.89,APP,Centro,CANCELADO
12282,653,40,19,2024-02-02,4,24.46,APP,Centro,PENDIENTE
12283,272,29,1,2025-03-09,5,428.02,WEB,Centro,ENTREGADO
12284,726,9,37,2024-02-17,2,291.88,WEB,Sur,ENTREGADO
12285,468,18,28,2023-10-19,4,270.06,APP,Sur,PENDIENTE
12286,269,7,20,2024-10-24,2,443.34,TIENDA,Sur,CANCELADO
12287,20,21,48,2025-02-09,2,129.75,APP,Centro,PENDIENTE
12288,578,16,5,2024-10-31,3,98.64,WEB,Norte,CANCELADO
12289,503,3,30,2023-06-07,5,36.82,WEB,Sur,ENTREGADO
12290,147,32,23,2023-05-04,2,499.3,TIENDA,Sur,CANCELADO
12291,429,10,42,2023-11-02,4,139.17,WEB,Norte,PENDIENTE
12292,165,32,27,2024-05-17,5,68.57,APP,Sur,ENTREGADO
12293,310,8,42,2025-03-31,1,411.93,WEB,Sur,PENDIENTE
12294,518,32,1,2024-03-18,1,490.69,WEB,Norte,ENTREGADO
12295,14,4,9,2025-01-23,4,481.88,WEB,Sur,ENTREGADO
12296,132,29,50,2025-04-05,1,328.06,APP,Centro,PENDIENTE
12297,755,12,7,2023-11-14,5,55.81,WEB,Sur,PENDIENTE
12298,439,37,26,2025-07-14,5,334.6,TIENDA,Norte,CANCELADO
12299,743,36,16,2024-12-02,3,210.57,TIENDA,Sur,ENTREGADO
12300,740,19,6,2024-09-09,5,336.9,APP,Centro,ENTREGADO
12301,674,37,42,2023-05-15,2,492.8,WEB,Centro,ENTREGADO
12302,795,31,37,2024-01-03,3,149.58,APP,Norte,PENDIENTE
12303,263,26,45,2024-11-12,2,275.27,APP,Sur,ENTREGADO
12304,643,6,12,2023-04-09,5,242.88,WEB,Sur,CANCELADO
12305,225,29,24,2025-05-02,3,286.5,TIENDA,Centro,PENDIENTE
12306,258,17,17,2024-01-12,4,272.28,WEB,Norte,PENDIENTE
12307,234,20,2,2024-06-08,4,294.71,APP,Sur,CANCELADO
12308,336,10,31,2023-07-24,4,282.33,TIENDA,Norte,PENDIENTE
12309,409,6,37,2024-05-16,3,86.85,TIENDA,Centro,ENTREGADO
12310,24,32,42,2024-04-01,5,146.25,TIENDA,Centro,CANCELADO
12311,271,2,29,2025-06-25,5,96.86,WEB,Norte,ENTREGADO
12312,95,10,1,2024-02-02,3,156.91,WEB,Centro,CANCELADO
12313,142,37,44,2024-05-02,3,365.36,APP,Centro,PENDIENTE
12314,694,27,14,2023-10-02,1,478.92,TIENDA,Centro,PENDIENTE
12315,718,19,40,2024-07-30,1,125.62,WEB,Sur,PENDIENTE
12316,81,16,49,2024-09-06,3,183.51,TIENDA,Norte,CANCELADO
12317,274,20,11,2024-03-09,4,298.68,APP,Centro,PENDIENTE
12318,276,36,32,2023-04-03,5,255.39,WEB,Sur,CANCELADO
12319,465,5,20,2025-02-13,4,326.15,APP,Centro,ENTREGADO
12320,208,18,2,2024-03-08,2,187.43,WEB,Norte,PENDIENTE
12321,296,8,31,2025-04-10,2,45.6,APP,Sur,PENDIENTE
12322,39,13,5,2024-01-13,2,213.03,APP,Sur,CANCELADO
12323,288,10,32,2024-09-20,4,172.63,WEB,Centro,PENDIENTE
12324,124,36,50,2023-07-10,1,243.2,WEB,Centro,ENTREGADO
12325,283,19,9,2024-03-20,2,225.4,TIENDA,Sur,PENDIENTE
12326,180,31,41,2024-10-07,3,386.96,APP,Norte,ENTREGADO
12327,97,36,10,2024-03-12,5,293.26,WEB,Centro,ENTREGADO
12328,191,29,36,2023-04-06,1,96.82,TIENDA,Norte,PENDIENTE
12329,74,23,49,2023-02-11,2,265.15,APP,Norte,CANCELADO
12330,447,32,26,2024-06-09,5,462.56,WEB,Sur,CANCELADO
12331,785,11,44,2023-12-16,5,127.27,WEB,Centro,CANCELADO
12332,497,2,3,2024-04-19,1,311.13,WEB,Centro,PENDIENTE
12333,561,32,36,2024-11-23,4,111.78,APP,Sur,PENDIENTE
12334,484,5,23,2023-08-18,5,229.32,APP,Norte,ENTREGADO
12335,722,31,30,2024-10-25,1,498.18,WEB,Sur,PENDIENTE
12336,116,13,39,2024-12-03,2,283.67,APP,Centro,PENDIENTE
12337,535,22,23,2024-12-31,1,354.96,WEB,Centro,PENDIENTE
12338,98,35,23,2023-06-08,4,228.7,APP,Sur,PENDIENTE
12339,328,19,43,2024-05-22,2,444.85,TIENDA,Sur,PENDIENTE
12340,407,29,36,2024-06-23,4,138.12,TIENDA,Norte,PENDIENTE
12341,313,23,25,2024-10-06,5,186.52,APP,Sur,CANCELADO
12342,702,19,20,2024-10-24,1,367.25,APP,Centro,CANCELADO
12343,694,16,38,2024-06-21,3,374.33,WEB,Sur,PENDIENTE
12344,148,31,33,2023-03-27,4,397.5,TIENDA,Centro,PENDIENTE
12345,342,16,33,2023-10-25,1,448.55,WEB,Centro,ENTREGADO
12346,495,26,38,2024-04-24,3,314.26,WEB,Sur,PENDIENTE
12347,23,3,1,2024-03-23,3,380.71,TIENDA,Sur,PENDIENTE
12348,105,23,47,2023-03-23,1,151.97,WEB,Sur,PENDIENTE
12349,675,9,33,2025-07-17,2,61.45,APP,Sur,ENTREGADO
12350,579,24,38,2025-03-31,3,493.09,WEB,Sur,CANCELADO
12351,558,33,24,2024-05-04,1,432.4,WEB,Sur,PENDIENTE
12352,593,14,9,2023-11-04,1,364.82,WEB,Norte,ENTREGADO
12353,659,28,31,2023-06-02,2,63.65,TIENDA,Norte,PENDIENTE
12354,222,24,38,2023-05-11,1,169.89,APP,Norte,ENTREGADO
12355,15,7,49,2024-12-01,4,231.56,TIENDA,Sur,CANCELADO
12356,633,38,28,2025-07-13,4,89.47,TIENDA,Sur,ENTREGADO
12357,78,25,23,2023-11-04,2,194.89,WEB,Norte,ENTREGADO
12358,322,2,30,2025-05-11,5,23.81,WEB,Norte,PENDIENTE
12359,241,1,18,2023-09-12,1,86.75,WEB,Sur,PENDIENTE
12360,18,23,26,2024-06-19,4,167.27,APP,Sur,CANCELADO
